단지코드,지역,단지명,도로명주소,전용면적,price
C1925,강원도,입암주공3단지아파트,강원도 강릉시 강변로 510,32.1,0
C1925,강원도,입암주공3단지아파트,강원도 강릉시 강변로 510,72.16,0
C1874,충청남도,공주옥룡주공1차아파트,충청남도 공주시 우금티로 709-12,12.62,0
C1874,충청남도,공주옥룡주공1차아파트,충청남도 공주시 우금티로 709-12,17.4,0
C1874,충청남도,공주옥룡주공1차아파트,충청남도 공주시 우금티로 709-12,22.89,0
C1874,충청남도,공주옥룡주공1차아파트,충청남도 공주시 우금티로 709-12,23.13,0
C1874,충청남도,공주옥룡주공1차아파트,충청남도 공주시 우금티로 709-12,23.25,0
C1874,충청남도,공주옥룡주공1차아파트,충청남도 공주시 우금티로 709-12,27.75,0
C1874,충청남도,공주옥룡주공1차아파트,충청남도 공주시 우금티로 709-12,28.19,0
C1874,충청남도,공주옥룡주공1차아파트,충청남도 공주시 우금티로 709-12,34.8,0
C1874,충청남도,공주옥룡주공1차아파트,충청남도 공주시 우금티로 709-12,42.35,0
C1874,충청남도,공주옥룡주공1차아파트,충청남도 공주시 우금티로 709-12,42.4,0
C1874,충청남도,공주옥룡주공1차아파트,충청남도 공주시 우금티로 709-12,49.37,0
C1874,충청남도,공주옥룡주공1차아파트,충청남도 공주시 우금티로 709-12,55.17,0
C1874,충청남도,공주옥룡주공1차아파트,충청남도 공주시 우금티로 709-12,55.5,0
C2416,경상남도,김해구산주공1단지아파트,경상남도 김해시 가락로 222,19.69,0
C2416,경상남도,김해구산주공1단지아파트,경상남도 김해시 가락로 222,27.12,0
C2416,경상남도,김해구산주공1단지아파트,경상남도 김해시 가락로 222,32.54,0
C2416,경상남도,김해구산주공1단지아파트,경상남도 김해시 가락로 222,36.43,0
C2416,경상남도,김해구산주공1단지아파트,경상남도 김해시 가락로 222,46.89,0
C2416,경상남도,김해구산주공1단지아파트,경상남도 김해시 가락로 222,49.99,0
C2416,경상남도,김해구산주공1단지아파트,경상남도 김해시 가락로 222,51.14,0
C2416,경상남도,김해구산주공1단지아파트,경상남도 김해시 가락로 222,317.17,0
C2621,대전광역시,대전둔산3,대전광역시 서구 월평북로 11,31.84,0
C2621,대전광역시,대전둔산3,대전광역시 서구 월평북로 13,31.84,0
C2621,대전광역시,대전둔산3,대전광역시 서구 월평북로 11,63.68,0
C2621,대전광역시,대전둔산3,대전광역시 서구 월평북로 13,63.68,0
C2621,대전광역시,대전둔산3,대전광역시 서구 월평북로 11,137.49,0
C2621,대전광역시,대전둔산3,대전광역시 서구 월평북로 13,137.49,0
C1616,대전광역시,법동 주공아파트3단지,대전광역시 대덕구 계족로663번길 34,38.0,0
C1616,대전광역시,법동 주공아파트3단지,대전광역시 대덕구 계족로663번길 34,37.26,0
C1616,대전광역시,법동 주공아파트3단지,대전광역시 대덕구 계족로663번길 34,37.41,0
C1616,대전광역시,법동 주공아파트3단지,대전광역시 대덕구 계족로663번길 34,37.49,0
C1616,대전광역시,법동 주공아파트3단지,대전광역시 대덕구 계족로663번길 34,37.95,0
C1616,대전광역시,법동 주공아파트3단지,대전광역시 대덕구 계족로663번길 34,38.04,0
C1616,대전광역시,법동 주공아파트3단지,대전광역시 대덕구 계족로663번길 34,39.33,0
C1616,대전광역시,법동 주공아파트3단지,대전광역시 대덕구 계족로663번길 34,54.51,0
C1616,대전광역시,법동 주공아파트3단지,대전광역시 대덕구 계족로663번길 34,54.61,0
C1616,대전광역시,법동 주공아파트3단지,대전광역시 대덕구 계족로663번길 34,54.91,0
C1616,대전광역시,법동 주공아파트3단지,대전광역시 대덕구 계족로663번길 34,75.98,0
C1616,대전광역시,법동 주공아파트3단지,대전광역시 대덕구 계족로663번길 34,109.11,0
C1616,대전광역시,법동 주공아파트3단지,대전광역시 대덕구 계족로663번길 34,583.4,0
C1704,대전광역시,대전산내주공아파트,대전광역시 동구 산내로 1352-25,31.84,0
C1704,대전광역시,대전산내주공아파트,대전광역시 동구 산내로 1352-25,126.65,0
C2258,대전광역시,중촌주공2단지,대전광역시 중구 대전천서로 695,19.0,0
C2258,대전광역시,중촌주공2단지,대전광역시 중구 대전천서로 695,14.1,0
C2258,대전광역시,중촌주공2단지,대전광역시 중구 대전천서로 695,19.31,0
C2258,대전광역시,중촌주공2단지,대전광역시 중구 대전천서로 695,21.19,0
C2258,대전광역시,중촌주공2단지,대전광역시 중구 대전천서로 695,22.95,0
C2258,대전광역시,중촌주공2단지,대전광역시 중구 대전천서로 695,23.4,0
C2258,대전광역시,중촌주공2단지,대전광역시 중구 대전천서로 695,27.23,0
C2258,대전광역시,중촌주공2단지,대전광역시 중구 대전천서로 695,31.85,0
C2258,대전광역시,중촌주공2단지,대전광역시 중구 대전천서로 695,32.29,0
C2258,대전광역시,중촌주공2단지,대전광역시 중구 대전천서로 695,35.13,0
C2258,대전광역시,중촌주공2단지,대전광역시 중구 대전천서로 695,36.47,0
C2258,대전광역시,중촌주공2단지,대전광역시 중구 대전천서로 695,50.08,0
C2258,대전광역시,중촌주공2단지,대전광역시 중구 대전천서로 695,240.22,0
C2038,대전광역시,대전판암3,대전광역시 동구 옥천로 152-9,19.0,0
C2038,대전광역시,대전판암3,대전광역시 동구 옥천로 152-9,14.1,0
C2038,대전광역시,대전판암3,대전광역시 동구 옥천로 152-9,19.31,0
C2038,대전광역시,대전판암3,대전광역시 동구 옥천로 152-9,21.19,0
C2038,대전광역시,대전판암3,대전광역시 동구 옥천로 152-9,22.95,0
C2038,대전광역시,대전판암3,대전광역시 동구 옥천로 152-9,23.4,0
C2038,대전광역시,대전판암3,대전광역시 동구 옥천로 152-9,27.23,0
C2038,대전광역시,대전판암3,대전광역시 동구 옥천로 152-9,31.85,0
C2038,대전광역시,대전판암3,대전광역시 동구 옥천로 152-9,32.29,0
C2038,대전광역시,대전판암3,대전광역시 동구 옥천로 152-9,35.13,0
C2038,대전광역시,대전판암3,대전광역시 동구 옥천로 152-9,36.47,0
C2038,대전광역시,대전판암3,대전광역시 동구 옥천로 152-9,50.08,0
C2038,대전광역시,대전판암3,대전광역시 동구 옥천로 152-9,240.22,0
C1859,대전광역시,대전판암4,대전광역시 동구 동부로 56-7,38.0,0
C1859,대전광역시,대전판암3,대전광역시 동구 옥천로 152-9,38.0,0
C1859,대전광역시,중촌주공2단지,대전광역시 중구 대전천서로 695,38.0,0
C1859,대전광역시,대전둔산1,대전광역시 서구 월평북로 11,38.0,0
C1859,대전광역시,대전둔산3,대전광역시 서구 월평북로 11,38.0,0
C1859,대전광역시,대전둔산3,대전광역시 서구 월평북로 13,38.0,0
C1859,대전광역시,법동 주공아파트3단지,대전광역시 대덕구 계족로663번길 34,38.0,0
C1859,대전광역시,대전판암4,대전광역시 동구 동부로 56-7,31.84,0
C1859,대전광역시,대전판암3,대전광역시 동구 옥천로 152-9,31.84,0
C1859,대전광역시,중촌주공2단지,대전광역시 중구 대전천서로 695,31.84,0
C1859,대전광역시,대전둔산1,대전광역시 서구 월평북로 11,31.84,0
C1859,대전광역시,대전둔산3,대전광역시 서구 월평북로 11,31.84,0
C1859,대전광역시,대전둔산3,대전광역시 서구 월평북로 13,31.84,0
C1859,대전광역시,법동 주공아파트3단지,대전광역시 대덕구 계족로663번길 34,31.84,0
C1859,대전광역시,대전판암4,대전광역시 동구 동부로 56-7,37.26,0
C1859,대전광역시,대전판암3,대전광역시 동구 옥천로 152-9,37.26,0
C1859,대전광역시,중촌주공2단지,대전광역시 중구 대전천서로 695,37.26,0
C1859,대전광역시,대전둔산1,대전광역시 서구 월평북로 11,37.26,0
C1859,대전광역시,대전둔산3,대전광역시 서구 월평북로 11,37.26,0
C1859,대전광역시,대전둔산3,대전광역시 서구 월평북로 13,37.26,0
C1859,대전광역시,법동 주공아파트3단지,대전광역시 대덕구 계족로663번길 34,37.26,0
C1859,대전광역시,대전판암4,대전광역시 동구 동부로 56-7,37.41,0
C1859,대전광역시,대전판암3,대전광역시 동구 옥천로 152-9,37.41,0
C1859,대전광역시,중촌주공2단지,대전광역시 중구 대전천서로 695,37.41,0
C1859,대전광역시,대전둔산1,대전광역시 서구 월평북로 11,37.41,0
C1859,대전광역시,대전둔산3,대전광역시 서구 월평북로 11,37.41,0
C1859,대전광역시,대전둔산3,대전광역시 서구 월평북로 13,37.41,0
C1859,대전광역시,법동 주공아파트3단지,대전광역시 대덕구 계족로663번길 34,37.41,0
C1859,대전광역시,대전판암4,대전광역시 동구 동부로 56-7,37.49,0
C1859,대전광역시,대전판암3,대전광역시 동구 옥천로 152-9,37.49,0
C1859,대전광역시,중촌주공2단지,대전광역시 중구 대전천서로 695,37.49,0
C1859,대전광역시,대전둔산1,대전광역시 서구 월평북로 11,37.49,0
C1859,대전광역시,대전둔산3,대전광역시 서구 월평북로 11,37.49,0
C1859,대전광역시,대전둔산3,대전광역시 서구 월평북로 13,37.49,0
C1859,대전광역시,법동 주공아파트3단지,대전광역시 대덕구 계족로663번길 34,37.49,0
C1859,대전광역시,대전판암4,대전광역시 동구 동부로 56-7,37.95,0
C1859,대전광역시,대전판암3,대전광역시 동구 옥천로 152-9,37.95,0
C1859,대전광역시,중촌주공2단지,대전광역시 중구 대전천서로 695,37.95,0
C1859,대전광역시,대전둔산1,대전광역시 서구 월평북로 11,37.95,0
C1859,대전광역시,대전둔산3,대전광역시 서구 월평북로 11,37.95,0
C1859,대전광역시,대전둔산3,대전광역시 서구 월평북로 13,37.95,0
C1859,대전광역시,법동 주공아파트3단지,대전광역시 대덕구 계족로663번길 34,37.95,0
C1859,대전광역시,대전판암4,대전광역시 동구 동부로 56-7,38.04,0
C1859,대전광역시,대전판암3,대전광역시 동구 옥천로 152-9,38.04,0
C1859,대전광역시,중촌주공2단지,대전광역시 중구 대전천서로 695,38.04,0
C1859,대전광역시,대전둔산1,대전광역시 서구 월평북로 11,38.04,0
C1859,대전광역시,대전둔산3,대전광역시 서구 월평북로 11,38.04,0
C1859,대전광역시,대전둔산3,대전광역시 서구 월평북로 13,38.04,0
C1859,대전광역시,법동 주공아파트3단지,대전광역시 대덕구 계족로663번길 34,38.04,0
C1859,대전광역시,대전판암4,대전광역시 동구 동부로 56-7,39.33,0
C1859,대전광역시,대전판암3,대전광역시 동구 옥천로 152-9,39.33,0
C1859,대전광역시,중촌주공2단지,대전광역시 중구 대전천서로 695,39.33,0
C1859,대전광역시,대전둔산1,대전광역시 서구 월평북로 11,39.33,0
C1859,대전광역시,대전둔산3,대전광역시 서구 월평북로 11,39.33,0
C1859,대전광역시,대전둔산3,대전광역시 서구 월평북로 13,39.33,0
C1859,대전광역시,법동 주공아파트3단지,대전광역시 대덕구 계족로663번길 34,39.33,0
C1859,대전광역시,대전판암4,대전광역시 동구 동부로 56-7,54.51,0
C1859,대전광역시,대전판암3,대전광역시 동구 옥천로 152-9,54.51,0
C1859,대전광역시,중촌주공2단지,대전광역시 중구 대전천서로 695,54.51,0
C1859,대전광역시,대전둔산1,대전광역시 서구 월평북로 11,54.51,0
C1859,대전광역시,대전둔산3,대전광역시 서구 월평북로 11,54.51,0
C1859,대전광역시,대전둔산3,대전광역시 서구 월평북로 13,54.51,0
C1859,대전광역시,법동 주공아파트3단지,대전광역시 대덕구 계족로663번길 34,54.51,0
C1859,대전광역시,대전판암4,대전광역시 동구 동부로 56-7,54.6,0
C1859,대전광역시,대전판암3,대전광역시 동구 옥천로 152-9,54.6,0
C1859,대전광역시,중촌주공2단지,대전광역시 중구 대전천서로 695,54.6,0
C1859,대전광역시,대전둔산1,대전광역시 서구 월평북로 11,54.6,0
C1859,대전광역시,대전둔산3,대전광역시 서구 월평북로 11,54.6,0
C1859,대전광역시,대전둔산3,대전광역시 서구 월평북로 13,54.6,0
C1859,대전광역시,법동 주공아파트3단지,대전광역시 대덕구 계족로663번길 34,54.6,0
C1859,대전광역시,대전판암4,대전광역시 동구 동부로 56-7,54.61,0
C1859,대전광역시,대전판암3,대전광역시 동구 옥천로 152-9,54.61,0
C1859,대전광역시,중촌주공2단지,대전광역시 중구 대전천서로 695,54.61,0
C1859,대전광역시,대전둔산1,대전광역시 서구 월평북로 11,54.61,0
C1859,대전광역시,대전둔산3,대전광역시 서구 월평북로 11,54.61,0
C1859,대전광역시,대전둔산3,대전광역시 서구 월평북로 13,54.61,0
C1859,대전광역시,법동 주공아파트3단지,대전광역시 대덕구 계족로663번길 34,54.61,0
C1859,대전광역시,대전판암4,대전광역시 동구 동부로 56-7,75.98,0
C1859,대전광역시,대전판암3,대전광역시 동구 옥천로 152-9,75.98,0
C1859,대전광역시,중촌주공2단지,대전광역시 중구 대전천서로 695,75.98,0
C1859,대전광역시,대전둔산1,대전광역시 서구 월평북로 11,75.98,0
C1859,대전광역시,대전둔산3,대전광역시 서구 월평북로 11,75.98,0
C1859,대전광역시,대전둔산3,대전광역시 서구 월평북로 13,75.98,0
C1859,대전광역시,법동 주공아파트3단지,대전광역시 대덕구 계족로663번길 34,75.98,0
C1859,대전광역시,대전판암4,대전광역시 동구 동부로 56-7,126.65,0
C1859,대전광역시,대전판암3,대전광역시 동구 옥천로 152-9,126.65,0
C1859,대전광역시,중촌주공2단지,대전광역시 중구 대전천서로 695,126.65,0
C1859,대전광역시,대전둔산1,대전광역시 서구 월평북로 11,126.65,0
C1859,대전광역시,대전둔산3,대전광역시 서구 월평북로 11,126.65,0
C1859,대전광역시,대전둔산3,대전광역시 서구 월평북로 13,126.65,0
C1859,대전광역시,법동 주공아파트3단지,대전광역시 대덕구 계족로663번길 34,126.65,0
C1859,대전광역시,대전판암4,대전광역시 동구 동부로 56-7,583.4,0
C1859,대전광역시,대전판암3,대전광역시 동구 옥천로 152-9,583.4,0
C1859,대전광역시,중촌주공2단지,대전광역시 중구 대전천서로 695,583.4,0
C1859,대전광역시,대전둔산1,대전광역시 서구 월평북로 11,583.4,0
C1859,대전광역시,대전둔산3,대전광역시 서구 월평북로 11,583.4,0
C1859,대전광역시,대전둔산3,대전광역시 서구 월평북로 13,583.4,0
C1859,대전광역시,법동 주공아파트3단지,대전광역시 대덕구 계족로663번길 34,583.4,0
C1722,강원도,동해천곡 주공5차,강원도 동해시 동굴로 15,32.1,0
C1722,강원도,동해천곡 주공5차,강원도 동해시 동굴로 15,72.16,0
C2190,경상남도,중리주공1단지아파트,경상남도 창원시 마산회원구 내서읍 상곡로 49,16.0,0
C2190,경상남도,중리주공1단지아파트,경상남도 창원시 마산회원구 내서읍 상곡로 49,14.17,0
C2190,경상남도,중리주공1단지아파트,경상남도 창원시 마산회원구 내서읍 상곡로 49,18.9,0
C2190,경상남도,중리주공1단지아파트,경상남도 창원시 마산회원구 내서읍 상곡로 49,20.52,0
C2190,경상남도,중리주공1단지아파트,경상남도 창원시 마산회원구 내서읍 상곡로 49,22.97,0
C2190,경상남도,중리주공1단지아파트,경상남도 창원시 마산회원구 내서읍 상곡로 49,23.4,0
C2190,경상남도,중리주공1단지아파트,경상남도 창원시 마산회원구 내서읍 상곡로 49,25.88,0
C2190,경상남도,중리주공1단지아파트,경상남도 창원시 마산회원구 내서읍 상곡로 49,27.3,0
C2190,경상남도,중리주공1단지아파트,경상남도 창원시 마산회원구 내서읍 상곡로 49,29.62,0
C2190,경상남도,중리주공1단지아파트,경상남도 창원시 마산회원구 내서읍 상곡로 49,30.62,0
C2190,경상남도,중리주공1단지아파트,경상남도 창원시 마산회원구 내서읍 상곡로 49,35.91,0
C2190,경상남도,중리주공1단지아파트,경상남도 창원시 마산회원구 내서읍 상곡로 49,44.63,0
C2190,경상남도,중리주공1단지아파트,경상남도 창원시 마산회원구 내서읍 상곡로 49,46.8,0
C1476,경상남도,밀양가곡1,경상남도 밀양시 중앙로 47,32.1,0
C1476,경상남도,밀양가곡1,경상남도 밀양시 중앙로 47,72.16,0
C1983,충청남도,명천주공2단지,충청남도 보령시 주공로 50,31.84,0
C1983,충청남도,명천주공2단지,충청남도 보령시 주공로 50,63.68,0
C1983,충청남도,명천주공2단지,충청남도 보령시 주공로 50,126.65,0
C2135,부산광역시,부산금곡주공1단지,부산광역시 북구 효열로 268,14.1,0
C2135,부산광역시,부산금곡주공1단지,부산광역시 북구 효열로 268,18.98,0
C2135,부산광역시,부산금곡주공1단지,부산광역시 북구 효열로 268,19.36,0
C2135,부산광역시,부산금곡주공1단지,부산광역시 북구 효열로 268,21.46,0
C2135,부산광역시,부산금곡주공1단지,부산광역시 북구 효열로 268,22.83,0
C2135,부산광역시,부산금곡주공1단지,부산광역시 북구 효열로 268,23.4,0
C2135,부산광역시,부산금곡주공1단지,부산광역시 북구 효열로 268,27.55,0
C2135,부산광역시,부산금곡주공1단지,부산광역시 북구 효열로 268,29.17,0
C2135,부산광역시,부산금곡주공1단지,부산광역시 북구 효열로 268,31.92,0
C2135,부산광역시,부산금곡주공1단지,부산광역시 북구 효열로 268,32.6,0
C2135,부산광역시,부산금곡주공1단지,부산광역시 북구 효열로 268,36.57,0
C2135,부산광역시,부산금곡주공1단지,부산광역시 북구 효열로 268,50.08,0
C2135,부산광역시,부산금곡주공1단지,부산광역시 북구 효열로 268,240.22,0
C2034,부산광역시,부산금곡주공2단지,부산광역시 북구 금곡대로616번길 10-9,14.1,0
C2034,부산광역시,부산금곡주공2단지,부산광역시 북구 금곡대로616번길 10-9,18.98,0
C2034,부산광역시,부산금곡주공2단지,부산광역시 북구 금곡대로616번길 10-9,19.36,0
C2034,부산광역시,부산금곡주공2단지,부산광역시 북구 금곡대로616번길 10-9,21.46,0
C2034,부산광역시,부산금곡주공2단지,부산광역시 북구 금곡대로616번길 10-9,22.83,0
C2034,부산광역시,부산금곡주공2단지,부산광역시 북구 금곡대로616번길 10-9,23.4,0
C2034,부산광역시,부산금곡주공2단지,부산광역시 북구 금곡대로616번길 10-9,27.55,0
C2034,부산광역시,부산금곡주공2단지,부산광역시 북구 금곡대로616번길 10-9,29.17,0
C2034,부산광역시,부산금곡주공2단지,부산광역시 북구 금곡대로616번길 10-9,31.92,0
C2034,부산광역시,부산금곡주공2단지,부산광역시 북구 금곡대로616번길 10-9,32.1,0
C2034,부산광역시,부산금곡주공2단지,부산광역시 북구 금곡대로616번길 10-9,32.6,0
C2034,부산광역시,부산금곡주공2단지,부산광역시 북구 금곡대로616번길 10-9,36.57,0
C2034,부산광역시,부산금곡주공2단지,부산광역시 북구 금곡대로616번길 10-9,50.08,0
C2034,부산광역시,부산금곡주공2단지,부산광역시 북구 금곡대로616번길 10-9,72.26,0
C2034,부산광역시,부산금곡주공2단지,부산광역시 북구 금곡대로616번길 10-9,240.22,0
C1109,부산광역시,,,30.0,0
C1109,부산광역시,,,21.85,0
C1109,부산광역시,,,21.94,0
C1109,부산광역시,,,21.98,0
C1109,부산광역시,,,22.24,0
C1109,부산광역시,,,23.35,0
C1109,부산광역시,,,25.98,0
C1109,부산광역시,,,26.53,0
C1109,부산광역시,,,28.38,0
C1109,부산광역시,,,28.45,0
C1109,부산광역시,,,33.39,0
C1109,부산광역시,,,33.51,0
C1109,부산광역시,,,36.76,0
C1109,부산광역시,,,52.5,0
C1109,부산광역시,,,401.5,0
C2289,부산광역시,동삼주공2단지,부산광역시 영도구 상리로 1,38.0,0
C2289,부산광역시,동삼주공2단지,부산광역시 영도구 상리로 1,37.26,0
C2289,부산광역시,동삼주공2단지,부산광역시 영도구 상리로 1,37.41,0
C2289,부산광역시,동삼주공2단지,부산광역시 영도구 상리로 1,37.49,0
C2289,부산광역시,동삼주공2단지,부산광역시 영도구 상리로 1,37.95,0
C2289,부산광역시,동삼주공2단지,부산광역시 영도구 상리로 1,38.04,0
C2289,부산광역시,동삼주공2단지,부산광역시 영도구 상리로 1,39.33,0
C2289,부산광역시,동삼주공2단지,부산광역시 영도구 상리로 1,54.51,0
C2289,부산광역시,동삼주공2단지,부산광역시 영도구 상리로 1,54.6,0
C2289,부산광역시,동삼주공2단지,부산광역시 영도구 상리로 1,54.61,0
C2289,부산광역시,동삼주공2단지,부산광역시 영도구 상리로 1,75.98,0
C2289,부산광역시,동삼주공2단지,부산광역시 영도구 상리로 1,583.4,0
C2597,부산광역시,동삼주공2단지,부산광역시 영도구 상리로 1,15.0,0
C2597,부산광역시,동삼주공1단지,부산광역시 영도구 동삼북로 2,15.0,0
C2597,부산광역시,부산금곡주공4단지,부산광역시 북구 효열로 76,15.0,0
C2597,부산광역시,주공아파트,부산광역시 해운대구 신반송로 200,15.0,0
C2597,부산광역시,주공아파트,광주광역시 북구 군왕로207번길 20,15.0,0
C2597,부산광역시,주공아파트,광주광역시 광산구 수등로 204,15.0,0
C2597,부산광역시,주공아파트,광주광역시 광산구 목련로273번길 76,15.0,0
C2597,부산광역시,주공아파트,전라남도 목포시 원산중앙로 108,15.0,0
C2597,부산광역시,주공아파트,전라남도 여수시 여문2로 11,15.0,0
C2597,부산광역시,주공아파트,전라남도 여수시 미평로 77,15.0,0
C2597,부산광역시,동삼주공2단지,부산광역시 영도구 상리로 1,19.25,0
C2597,부산광역시,동삼주공1단지,부산광역시 영도구 동삼북로 2,19.25,0
