submit,y1,y2,y3,y6
682.5971669573563,775.5333266755498,761.4264717997902,776.4163900305556,766.1625858559328
1171.7943020837731,1142.4201391195281,1093.0518399534253,1190.2536137944508,1163.9512997484624
530.1716717926106,610.1652596380858,552.8985328744775,620.5846629345542,544.3104709177435
528.1426385429141,503.9878723495684,500.71220622936,523.3906477354997,547.4837906180651
1119.5004481777796,1204.3663974556098,1166.7916436336236,1227.8754906202823,1291.4511359366393
1639.9881853563604,1690.536925180806,1666.8050009631042,1687.8795678473623,1613.8942033335281
937.7564038650172,1069.0952180658473,950.0398000509273,1016.4165358308968,1033.5462157056113
429.6460430439824,445.4360407790797,451.2825217382849,453.23065006586893,485.9827655243221
377.3616755584559,308.77765192085553,324.5402282840065,305.39988207193824,313.7895427323723
292.0749001648076,301.9539091060905,282.8279178955405,288.5738226007137,275.77731629299495
474.40341116830126,385.09816006396966,435.96451474303285,403.51140490902014,444.60101264735533
265.2148702958985,157.0871798996159,181.08526446349475,145.38994694595806,259.7364025746292
455.84327834250337,372.15153786836805,447.51555856233256,395.5860981974708,396.4715293893575
286.29221068800507,280.6192784042821,274.7809737535493,216.486902014793,206.7171106269883
304.9951353845235,262.0651071119446,281.88641098146263,279.097923419413,258.04448583146274
226.44471595770287,264.3092861641827,227.73363690987148,265.47363253273727,214.88459322473983
487.0641542852681,541.65477367839,586.8037746250856,583.0631367213316,545.4853323838639
358.33690619396316,317.5275284780722,316.56558126171984,325.8333815871043,323.2171690048646
135.72884994367791,286.1074949444096,285.70019580849936,291.198234028707,160.70097281853828
778.1586784753108,614.3805761959263,647.1687569889632,666.9542604724483,661.3574917202307
280.4327556757854,238.7683686497306,249.55347483587445,230.86100405448852,201.6817900653499
425.49629089873565,436.88312388235937,476.25268002483824,456.93225278050966,433.0849225503415
441.6182143161233,561.3105183395721,531.8849412605078,552.2492541808101,495.5512718541176
431.54122436937445,463.06633434268576,432.5507660622402,447.06428836396515,399.1816703388016
320.734192032068,421.0200828811764,424.7632436709455,438.36518408354186,396.4902252884049
172.6738968455649,246.31408925766075,234.58826729180709,287.6630426249023,123.64350912045273
107.24717535237455,165.87246602266623,158.9371286461599,133.2480073125991,154.61732027980457
594.3305624971377,636.9405981904551,693.7237940950753,647.6192162761787,624.2575348969569
500.93640133439203,565.595619861011,525.0035501902412,505.02439448878937,553.1914198308062
493.4281100655494,640.3770010340817,590.8233413280028,605.9670492207019,584.3639315897581
884.2918024169765,934.2247303178676,947.4835875757212,963.4355347578228,946.970996199624
176.45689169583179,248.56421164628682,269.8131709232267,265.4021818829442,265.2552842312568
478.62211900578393,421.8653652346718,503.02324298153366,483.8426953385022,455.7541870300136
207.84611216566728,244.76840661555823,228.5469092874341,224.45405779324622,233.07895239317344
86.01167984852171,108.43444943237465,190.05170391768522,154.035399310005,136.97024002920682
320.0893998846306,299.98898810880587,309.2427762820159,289.69905606759505,289.88312912364063
351.0978378917271,370.74405721850036,359.34052386094686,369.69630615757586,387.10867224553647
641.0592148806262,621.1771816928268,657.4164100844355,651.4723534573261,646.5964025395757
898.6190336532538,862.2441945500408,807.3749265461643,897.2243539014473,898.9560774881843
234.41644614717487,338.0705790332068,333.6224839422386,311.5051367796062,295.45112596921456
391.5760198757402,393.8114218887954,418.4380437771435,410.0646066801445,449.88613942448717
479.10265774351166,467.0712761572126,486.2750526307468,463.6507399258528,456.415222409078
462.70729090898834,391.93241373028684,385.30494778793053,380.50899840001887,397.3792953098992
588.5846713300805,649.1407756674678,621.3040706593531,618.3860970772142,611.9619603704552
924.6264295673584,943.5052603609261,888.3242495265073,933.867842290536,854.249752601409
1545.785305665064,1233.7625656928844,1333.7339012471646,1320.5222223424134,1275.7152573366973
440.7032728454043,447.4495834369865,455.2663736080594,478.3230700798927,497.2351090962136
621.7439371930896,602.3504724147202,576.915993814486,562.995653942902,599.3199512787313
419.1568080753515,387.60627798599603,359.73643340071976,402.28531340040166,387.5366933468512
395.3671857138257,312.6153505505463,325.15832648747414,322.2418807347256,349.40023158711983
879.6674387273482,846.0443829526795,825.8781645429837,858.1466069194928,852.6711174785319
279.5923056001683,233.8292333078566,253.47660790785025,215.0186081884065,245.70564340546554
1212.8734102896265,1156.0882290995398,1131.8879138225166,1122.2064008960665,1120.8599104386017
707.7973074084301,694.5721619047673,667.7452871250866,702.1450099825379,695.402983091821
632.0381841400465,660.9193083957214,667.9456353229734,709.1027373947826,633.011904432162
259.99022830558965,300.9652291732279,298.3956124101779,290.7194818718711,307.08556527122755
598.2250222206445,624.3419187215309,575.5641558695072,587.7588737314051,605.3925168843788
263.58415286847605,330.2543325750089,354.5536205138385,319.34954040122017,342.0172839375589
410.3435370038636,431.9121179872512,416.1967996113871,432.9100257606536,397.4183156132126
115.85821182132572,251.8057288671264,260.5739589838121,230.41350817762745,220.18258072010798
301.5512594794415,323.4795262521303,356.28658342953634,319.12774074424414,297.3956106871666
577.8391904002212,590.3574389280462,602.9646580019635,616.7051056429793,544.9639823825262
994.5033114473508,895.7990684458333,837.1819433510564,907.1081603839259,926.7743942048228
441.6544809905349,379.39149268374945,380.7670480878202,395.3855319269674,407.87132209797113
179.6038290053109,227.53443806221543,237.58483533342775,248.8459361956353,263.7930848338095
255.67367472226726,291.33951899769994,302.23326191510023,268.28608744767223,267.6405829431771
374.7217285883443,478.7462836889205,484.7711924326301,479.4653364180249,457.4335576831576
937.8562783168061,843.7212095583525,906.170422282004,791.8186602396348,848.6412122295926
462.15314408889947,491.77183505690283,498.4655022227352,491.76579017392106,509.9247180917846
360.747633167213,320.811320815411,352.3005432787092,293.2557298758555,386.87959150806927
675.0419519354948,678.2214359305481,721.3048431430905,758.8451374933233,695.7041969041948
286.24341975614414,277.45550985423887,286.7023847747588,282.79157737180486,281.8740151298822
679.0092008530606,684.7931958677511,668.3058726534342,646.0740902183478,662.7232274417016
808.5439400618999,901.9076542654626,850.1319000695725,934.0539102200943,893.9798299796882
823.3940217139702,993.1013081926924,909.506462772012,863.318386248754,922.2235774885038
456.24823059343737,394.96672386895744,413.6281134611477,402.16094837201547,437.90345689925556
709.1696699253259,660.0186365602798,622.566237377031,619.5725947856188,677.7180769124482
536.9998452560678,760.7437978559897,766.0773245482702,744.1086398338177,734.6330431569854
892.7901462162367,805.006823040141,785.3432477288992,807.2338966939162,823.0235678502743
894.623612469764,741.9280092922902,762.6737504949467,727.6082706454274,714.520820593552
1082.474932157113,1142.626120802424,1180.9956043982002,1085.823011219682,1174.5293351983107
295.40566671351064,329.3623302325089,327.6259907965673,338.5070476405272,296.8718388479814
275.7149388911194,273.1934209264424,278.5728683726809,305.76264512459886,293.1839049274214
328.19911176508134,341.3292686510879,324.61135043648187,333.03200134840483,346.7110134494195
242.73658076302127,209.77807278459375,216.68707830873188,210.97174894746598,244.7222158516554
287.0001917315334,299.27588967989436,264.4422098649973,312.1210362581105,276.9119558285232
434.24488459824687,403.3229040894741,411.7236529623584,443.8352839805018,436.7273108708064
290.0174874049393,300.0918645433853,305.69170882370645,285.02318865486313,271.9418865224593
972.9867509644909,854.4092166093318,823.9829136660849,833.3273895561229,895.847972291627
863.0885788927292,826.8160266382808,868.4475778442177,860.7758490422032,871.2379863724393
582.4688153731912,600.4803808497077,580.0090366398831,600.4330167888618,610.3718969592514
291.94312893935256,304.98470896364483,298.43546232549363,307.95852637975935,295.81045332877994
687.402616883689,644.7223409251487,642.6812214869153,642.1446691926452,616.2304201133613
1052.9411153273018,914.453152010273,962.1087358584724,967.491050950894,967.4956779013601
1108.2952925589063,780.5936544522003,837.2818058145947,769.226486584703,835.4853517169776
590.3693516669476,612.8715854120038,637.6809250234197,654.9508465157594,652.951263615799
974.8034060788228,918.1035091321719,952.4364149156844,948.0857600141567,959.487457501768
860.2070779153353,847.3646113279907,843.1081844190103,834.5715266472298,843.9266048730914
782.518992497833,877.0425528044561,895.6614321991475,963.3014095939577,916.9664266547032
652.5816535102903,915.8932900806392,963.1417225205072,950.027700762484,911.6732030323769
385.5597465037711,325.2412415308079,321.6961926772583,279.25639994552154,340.33095120260293
770.9623761136598,943.5234295083894,926.026796512926,983.9712810044141,944.909194177282
824.6501372574432,859.8015364512481,873.5124132637796,904.8033133709333,832.9014883519808
1202.1780276140887,1228.6332945580016,1183.6500883539986,1181.4933999078721,1080.6234967660228
549.303757226246,599.8166462368313,610.543135270444,618.9076769029658,614.2415477920749
1071.7084682897155,1011.5041375235584,1024.3305024265708,1070.0954660241973,1031.8085899180328
545.4976019239708,664.8118882998367,599.9313597394035,609.1686808884903,610.8690747115007
866.3499818710147,909.300919417362,946.2297467257347,1043.7689906692206,941.3578012087692
293.99133864255316,288.50226206631265,288.7600188566239,273.52688018102316,267.08091274229264
591.5528072828206,586.5001976455495,611.5063940374182,654.3969062236989,682.5538324732904
1169.73754155466,1231.7049960474735,1289.3904551417893,1215.5533602294004,1116.6310468648755
848.3420986611815,884.6223817302623,884.7120260837552,847.1595247821916,928.0503762868843
903.824686825482,966.7023817954248,881.5679513146135,936.3943266991388,902.8120447992967
788.0989301426166,798.7909653455603,780.9058823726223,869.637318590944,857.7634217314253
162.94581201073615,200.52836528428108,212.19708055460487,204.32454178869116,186.1061380626196
109.17419950325187,209.5780150429364,180.9458021905637,202.10494272920462,170.44501963032542
597.5437856137263,644.7186957871869,602.8061042803372,684.1601094458482,648.8996481020964
810.9897598614612,981.0816753015663,947.753703361157,983.8857545947862,1014.1627833801167
1463.6919115120968,1558.7770209788746,1473.8453136212622,1447.8751277140325,1459.0124775730224
551.2976879308628,548.3763984215155,556.529538009311,570.6438979040628,639.637533450016
919.303918013566,821.7277772368684,795.1173139742817,779.2576837331998,856.4867526730502
699.7396618406441,875.0203545197072,858.2846105382205,876.1646149965206,855.1248253200979
302.1222479243081,322.71069830865383,273.56402374559195,308.73069613330125,327.54528578479085
841.7603743877044,707.2874141266159,647.8299423200415,689.372436677072,705.4149222847159
272.50297144607146,246.8754909500013,276.0294561670613,277.5870281320533,246.17499810424277
378.75209395698806,438.54263582673553,463.6350669354756,426.5233782798332,434.06615172676567
584.1761966891006,531.3843713354855,614.2330877626059,609.064417464738,693.3923284850082
77.35042612010557,109.44409898894872,140.65905124288173,142.12840375100734,99.81355382454285
91.14877899277712,133.70552236947964,115.20030384575813,117.13508311764718,150.12309373825974
543.2076344355507,512.2860712986759,565.5009227523886,566.688471953989,564.6934851378966
558.7011456393633,550.3772835826875,558.3898809971147,532.5231992815197,533.663285182773
238.5214074990734,253.22132008978025,277.33238175490305,282.33965995938496,259.2159193005183
248.89379199316502,243.1237282453141,234.41607361805262,240.14026932989003,228.4288066216905
277.52514891982446,263.3233202321486,304.45883059362245,264.70534870329004,269.2270932721457
411.0626600235996,427.46933849823034,454.61191792891856,470.49126817648767,444.5396721670537
420.775532245044,606.7086306298247,575.0474618254149,544.2351291341121,533.8342748852009
499.09405443070193,487.6626532302459,458.7259834072658,503.26443581358393,495.23751721171743
127.33942984354995,147.49491484048892,158.2942302831483,134.21040422803222,109.61790754524304
89.55025262236649,99.85423374127777,95.59141783429249,108.6821820405833,110.45958166568732
129.29486608442107,104.61549947317765,141.91742944045558,127.93748188710168,137.08014792534766
242.6207471287805,187.3336033034426,164.3151486798473,126.997005452296,183.64161620907345
298.46579398999484,340.1649562055515,304.6715837956013,288.5413745638475,338.45901448418107
231.8749732165728,242.06820951157158,236.49130371412272,263.1629090223885,229.9287733582948
467.13485093225995,436.56581092146735,518.801904124928,504.8200918102372,529.9110112398648
106.95341984569285,20.046014579292148,14.004299937919825,13.476724158157142,30.478059508104877
350.7475258268862,409.2847877723455,420.13350061816396,481.9213231187449,383.6164766912351
266.08717661583376,265.7252368448848,247.1589607276992,275.79429367433374,268.54412495657635
